PSGC,PRVDIS_PSGC,REG_PSGC,SMC_NAME,PRVDIS_NAME,REG_NAME,CITY_CLASS,INCOME_CLASS,LONGITUDE,LATITUDE
020904000,020900000,020000000,MAHATAO,BATANES,REGION II (CAGAYAN VALLEY),,6th,121.957662441,20.405362947
020905000,020900000,020000000,SABTANG,BATANES,REGION II (CAGAYAN VALLEY),,6th,121.861085904,20.309015445
020906000,020900000,020000000,UYUGAN,BATANES,REGION II (CAGAYAN VALLEY),,6th,121.951627421,20.368547419
021501000,021500000,020000000,ABULUG,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.43252745,18.391181742
021502000,021500000,020000000,ALCALA,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.674567062,17.915661488
021503000,021500000,020000000,ALLACAPAN,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.544688195,18.199626675
021504000,021500000,020000000,AMULUNG,CAGAYAN,REGION II (CAGAYAN VALLEY),,2nd,121.694247255,17.811953923
021505000,021500000,020000000,APARRI,CAGAYAN,REGION II (CAGAYAN VALLEY),,1st,121.62283306,18.322876767
021506000,021500000,020000000,BAGGAO,CAGAYAN,REGION II (CAGAYAN VALLEY),,1st,121.971693841,17.922649405
021507000,021500000,020000000,BALLESTEROS,CAGAYAN,REGION II (CAGAYAN VALLEY),,4th,121.505758426,18.351182704
021508000,021500000,020000000,BUGUEY,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.806982224,18.242994634
021509000,021500000,020000000,CALAYAN,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.458444096,19.325273141
021510000,021500000,020000000,CAMALANIUGAN,CAGAYAN,REGION II (CAGAYAN VALLEY),,4th,121.689497625,18.269650843
021511000,021500000,020000000,CLAVERIA,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.092917279,18.574558345
021512000,021500000,020000000,ENRILE,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.695338963,17.548236504
021513000,021500000,020000000,GATTARAN,CAGAYAN,REGION II (CAGAYAN VALLEY),,1st,121.880253124,18.052421142
021514000,021500000,020000000,GONZAGA,CAGAYAN,REGION II (CAGAYAN VALLEY),,1st,122.123866707,18.250588937
021515000,021500000,020000000,IGUIG,CAGAYAN,REGION II (CAGAYAN VALLEY),,4th,121.75477169,17.747325119
021516000,021500000,020000000,LAL-LO,CAGAYAN,REGION II (CAGAYAN VALLEY),,1st,121.855361787,18.153941413
021517000,021500000,020000000,LASAM,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.540079217,18.05901964
021518000,021500000,020000000,PAMPLONA,CAGAYAN,REGION II (CAGAYAN VALLEY),,4th,121.32781793,18.44498422
021519000,021500000,020000000,PEÑABLANCA,CAGAYAN,REGION II (CAGAYAN VALLEY),,1st,121.965959193,17.683703635
021520000,021500000,020000000,PIAT,CAGAYAN,REGION II (CAGAYAN VALLEY),,4th,121.515069922,17.773817183
021521000,021500000,020000000,RIZAL,CAGAYAN,REGION II (CAGAYAN VALLEY),,5th,121.392767495,17.913727948
021522000,021500000,020000000,SANCHEZ-MIRA,CAGAYAN,REGION II (CAGAYAN VALLEY),,3rd,121.216613227,18.538664098
021523000,021500000,020000000,SANTA ANA,CAGAYAN,REGION II (CAGAYAN VALLEY),,2nd,122.226815354,18.38368109
021524000,021500000,020000000,SANTA PRAXEDES,CAGAYAN,REGION II (CAGAYAN VALLEY),,5th,120.999553509,18.533311594
021525000,021500000,020000000,SANTA TERESITA,CAGAYAN,REGION II (CAGAYAN VALLEY),,4th,121.903313886,18.215909058
021526000,021500000,020000000,SANTO NIÑO (FAIRE),CAGAYAN,REGION II (CAGAYAN VALLEY),,2nd,121.53138614,17.913298354
021527000,021500000,020000000,SOLANA,CAGAYAN,REGION II (CAGAYAN VALLEY),,1st,121.641414293,17.664205918
021528000,021500000,020000000,TUAO,CAGAYAN,REGION II (CAGAYAN VALLEY),,1st,121.500789468,17.67944238
021529000,021500000,020000000,TUGUEGARAO CITY (Capital),CAGAYAN,REGION II (CAGAYAN VALLEY),CC,3rd,121.749286793,17.610339588
023101000,023100000,020000000,ALICIA,ISABELA,REGION II (CAGAYAN VALLEY),,1st,121.674832953,16.815183755
023102000,023100000,020000000,ANGADANAN,ISABELA,REGION II (CAGAYAN VALLEY),,3rd,121.802727161,16.779859754
023103000,023100000,020000000,AURORA,ISABELA,REGION II (CAGAYAN VALLEY),,3rd,121.643154891,16.983560648
023104000,023100000,020000000,BENITO SOLIVEN,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.968150071,16.902478373
023105000,023100000,020000000,BURGOS,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.718548157,17.063177243
023106000,023100000,020000000,CABAGAN,ISABELA,REGION II (CAGAYAN VALLEY),,1st,121.881423617,17.386456846
023107000,023100000,020000000,CABATUAN,ISABELA,REGION II (CAGAYAN VALLEY),,3rd,121.660384961,16.934635252
023108000,023100000,020000000,CITY OF CAUAYAN,ISABELA,REGION II (CAGAYAN VALLEY),CC,3rd,121.820599185,16.878414339
023109000,023100000,020000000,CORDON,ISABELA,REGION II (CAGAYAN VALLEY),,3rd,121.431904427,16.723449249
023110000,023100000,020000000,DINAPIGUE,ISABELA,REGION II (CAGAYAN VALLEY),,1st,122.26340046,16.687365503
023111000,023100000,020000000,DIVILACAN,ISABELA,REGION II (CAGAYAN VALLEY),,2nd,122.315380405,17.241795799
023112000,023100000,020000000,ECHAGUE,ISABELA,REGION II (CAGAYAN VALLEY),,1st,121.773806827,16.642683354
023113000,023100000,020000000,GAMU,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.805920005,17.074297267
023114000,023100000,020000000,CITY OF ILAGAN (Capital),ISABELA,REGION II (CAGAYAN VALLEY),CC,1st (as Mun),122.029087624,17.150233316
023115000,023100000,020000000,JONES,ISABELA,REGION II (CAGAYAN VALLEY),,1st,121.821597006,16.54700839
023116000,023100000,020000000,LUNA,ISABELA,REGION II (CAGAYAN VALLEY),,5th,121.721313096,16.967599017
023117000,023100000,020000000,MACONACON,ISABELA,REGION II (CAGAYAN VALLEY),,3rd,122.146567016,17.431925859
023118000,023100000,020000000,DELFIN ALBANO (MAGSAYSAY),ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.741361319,17.269528277
023119000,023100000,020000000,MALLIG,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.62217284,17.209614926
023120000,023100000,020000000,NAGUILIAN,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.880103691,16.977728221
023121000,023100000,020000000,PALANAN,ISABELA,REGION II (CAGAYAN VALLEY),,1st,122.420493283,17.008831945
023122000,023100000,020000000,QUEZON,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.61249048,17.309824659
023123000,023100000,020000000,QUIRINO,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.732677336,17.156461062
023124000,023100000,020000000,RAMON,ISABELA,REGION II (CAGAYAN VALLEY),,2nd,121.520520547,16.789178188
023125000,023100000,020000000,REINA MERCEDES,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.776385194,17.001068537
023126000,023100000,020000000,ROXAS,ISABELA,REGION II (CAGAYAN VALLEY),,1st,121.611262772,17.122780426
023127000,023100000,020000000,SAN AGUSTIN,ISABELA,REGION II (CAGAYAN VALLEY),,3rd,121.770470049,16.465891723
023128000,023100000,020000000,SAN GUILLERMO,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.961066306,16.676022877
023129000,023100000,020000000,SAN ISIDRO,ISABELA,REGION II (CAGAYAN VALLEY),,5th,121.623554191,16.742201239
023130000,023100000,020000000,SAN MANUEL,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.619556597,17.0341892
023131000,023100000,020000000,SAN MARIANO,ISABELA,REGION II (CAGAYAN VALLEY),,1st,122.156586668,16.903469486
023132000,023100000,020000000,SAN MATEO,ISABELA,REGION II (CAGAYAN VALLEY),,1st,121.587758121,16.87480786
023133000,023100000,020000000,SAN PABLO,ISABELA,REGION II (CAGAYAN VALLEY),,2nd,121.938488875,17.474682116
023134000,023100000,020000000,SANTA MARIA,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.709241835,17.469934778
023135000,023100000,020000000,CITY OF SANTIAGO,ISABELA,REGION II (CAGAYAN VALLEY),ICC,1st,121.556776434,16.678471372
023136000,023100000,020000000,SANTO TOMAS,ISABELA,REGION II (CAGAYAN VALLEY),,4th,121.729656133,17.369747889
023137000,023100000,020000000,TUMAUINI,ISABELA,REGION II (CAGAYAN VALLEY),,1st,121.928093961,17.291886866
025001000,025000000,020000000,AMBAGUIO,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,5th,121.049830354,16.544386942
025002000,025000000,020000000,ARITAO,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,2nd,121.029322412,16.237116163
025003000,025000000,020000000,BAGABAG,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,2nd,121.261658703,16.597994674
025004000,025000000,020000000,BAMBANG,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,1st,121.092627179,16.389025694
025005000,025000000,020000000,BAYOMBONG (Capital),NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,1st,121.142717535,16.476502054
025006000,025000000,020000000,DIADI,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,4th,121.355682335,16.641718134
025007000,025000000,020000000,DUPAX DEL NORTE,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,3rd,121.238785595,16.204743971
025008000,025000000,020000000,DUPAX DEL SUR,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,2nd,121.188318834,16.118065712
025009000,025000000,020000000,KASIBU,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,3rd,121.34033546,16.328626998
025010000,025000000,020000000,KAYAPA,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,3rd,120.922340534,16.399828276
025011000,025000000,020000000,QUEZON,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,4th,121.295684348,16.47903592
025012000,025000000,020000000,SANTA FE,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,3rd,120.90332122,16.183274117
025013000,025000000,020000000,SOLANO,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,1st,121.176675572,16.545293991
025014000,025000000,020000000,VILLAVERDE,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,5th,121.154051817,16.605467973
025015000,025000000,020000000,ALFONSO CASTANEDA,NUEVA VIZCAYA,REGION II (CAGAYAN VALLEY),,1st,121.328171837,15.909342334
025701000,025700000,020000000,AGLIPAY,QUIRINO,REGION II (CAGAYAN VALLEY),,3rd,121.586097087,16.413674612
025702000,025700000,020000000,CABARROGUIS (Capital),QUIRINO,REGION II (CAGAYAN VALLEY),,3rd,121.498755959,16.441924085
025703000,025700000,020000000,DIFFUN,QUIRINO,REGION II (CAGAYAN VALLEY),,2nd,121.458519331,16.550174509
025704000,025700000,020000000,MADDELA,QUIRINO,REGION II (CAGAYAN VALLEY),,1st,121.782467383,16.353916644
025705000,025700000,020000000,SAGUDAY,QUIRINO,REGION II (CAGAYAN VALLEY),,5th,121.576857043,16.54809937
025706000,025700000,020000000,NAGTIPUNAN,QUIRINO,REGION II (CAGAYAN VALLEY),,1st,121.525971881,16.131826139
030801000,030800000,030000000,ABUCAY,BATAAN,REGION III (CENTRAL LUZON),,3rd,120.487222058,14.721644004
030802000,030800000,030000000,BAGAC,BATAAN,REGION III (CENTRAL LUZON),,3rd,120.414684583,14.58928281
030803000,030800000,030000000,CITY OF BALANGA (Capital),BATAAN,REGION III (CENTRAL LUZON),CC,4th,120.486259162,14.667699286
030804000,030800000,030000000,DINALUPIHAN,BATAAN,REGION III (CENTRAL LUZON),,1st,120.427137128,14.877354753
030805000,030800000,030000000,HERMOSA,BATAAN,REGION III (CENTRAL LUZON),,1st,120.426905578,14.817250853
030806000,030800000,030000000,LIMAY,BATAAN,REGION III (CENTRAL LUZON),,1st,120.563056995,14.537590122
030807000,030800000,030000000,MARIVELES,BATAAN,REGION III (CENTRAL LUZON),,1st,120.506669428,14.474861945
030808000,030800000,030000000,MORONG,BATAAN,REGION III (CENTRAL LUZON),,3rd,120.328845028,14.70539681
030809000,030800000,030000000,ORANI,BATAAN,REGION III (CENTRAL LUZON),,3rd,120.485720605,14.790487558
030810000,030800000,030000000,ORION,BATAAN,REGION III (CENTRAL LUZON),,2nd,120.532880403,14.590218725
030811000,030800000,030000000,PILAR,BATAAN,REGION III (CENTRAL LUZON),,3rd,120.518883528,14.630307782
030812000,030800000,030000000,SAMAL,BATAAN,REGION III (CENTRAL LUZON),,4th,120.49009414,14.759782327
031401000,031400000,030000000,ANGAT,BULACAN,REGION III (CENTRAL LUZON),,1st,120.99874267,14.926535299
031402000,031400000,030000000,BALAGTAS (BIGAA),BULACAN,REGION III (CENTRAL LUZON),,1st,120.909065143,14.828349753
031403000,031400000,030000000,BALIUAG,BULACAN,REGION III (CENTRAL LUZON),,1st,120.882549187,14.961456592
031404000,031400000,030000000,BOCAUE,BULACAN,REGION III (CENTRAL LUZON),,1st,120.932576001,14.798713578
031405000,031400000,030000000,BULACAN,BULACAN,REGION III (CENTRAL LUZON),,1st,120.870971044,14.768029147
031406000,031400000,030000000,BUSTOS,BULACAN,REGION III (CENTRAL LUZON),,2nd,120.928945492,14.930719696
031407000,031400000,030000000,CALUMPIT,BULACAN,REGION III (CENTRAL LUZON),,1st,120.76400735,14.902372658
031408000,031400000,030000000,GUIGUINTO,BULACAN,REGION III (CENTRAL LUZON),,1st,120.879510638,14.844398107
031409000,031400000,030000000,HAGONOY,BULACAN,REGION III (CENTRAL LUZON),,1st,120.734360504,14.816594832
031410000,031400000,030000000,CITY OF MALOLOS (Capital),BULACAN,REGION III (CENTRAL LUZON),CC,3rd,120.824106866,14.832804306
031411000,031400000,030000000,MARILAO,BULACAN,REGION III (CENTRAL LUZON),,1st,120.971283673,14.772859193
031412000,031400000,030000000,CITY OF MEYCAUAYAN,BULACAN,REGION III (CENTRAL LUZON),CC,3rd,120.967937667,14.752384032
031413000,031400000,030000000,NORZAGARAY,BULACAN,REGION III (CENTRAL LUZON),,1st,121.181986783,14.878063641
031414000,031400000,030000000,OBANDO,BULACAN,REGION III (CENTRAL LUZON),,2nd,120.920391048,14.719946014
031415000,031400000,030000000,PANDI,BULACAN,REGION III (CENTRAL LUZON),,2nd,120.949203476,14.881352222
031416000,031400000,030000000,PAOMBONG,BULACAN,REGION III (CENTRAL LUZON),,3rd,120.783729243,14.809766091
031417000,031400000,030000000,PLARIDEL,BULACAN,REGION III (CENTRAL LUZON),,1st,120.867604209,14.888287207
031418000,031400000,030000000,PULILAN,BULACAN,REGION III (CENTRAL LUZON),,1st,120.837848619,14.921803197
031419000,031400000,030000000,SAN ILDEFONSO,BULACAN,REGION III (CENTRAL LUZON),,1st,120.998151193,15.062305518
031420000,031400000,030000000,CITY OF SAN JOSE DEL MONTE,BULACAN,REGION III (CENTRAL LUZON),CC,1st,121.083585574,14.815957257
031421000,031400000,030000000,SAN MIGUEL,BULACAN,REGION III (CENTRAL LUZON),,1st,121.011395396,15.179526699
031422000,031400000,030000000,SAN RAFAEL,BULACAN,REGION III (CENTRAL LUZON),,1st,120.966737227,14.993302109
031423000,031400000,030000000,SANTA MARIA,BULACAN,REGION III (CENTRAL LUZON),,1st,120.98923488,14.839062562
031424000,031400000,030000000,DOÑA REMEDIOS TRINIDAD,BULACAN,REGION III (CENTRAL LUZON),,1st,121.195371845,15.071688362
034901000,034900000,030000000,ALIAGA,NUEVA ECIJA,REGION III (CENTRAL LUZON),,2nd,120.864978271,15.505534721
034902000,034900000,030000000,BONGABON,NUEVA ECIJA,REGION III (CENTRAL LUZON),,2nd,121.227734791,15.657776283
034903000,034900000,030000000,CITY OF CABANATUAN,NUEVA ECIJA,REGION III (CENTRAL LUZON),CC,1st,120.990154777,15.492491046
034904000,034900000,030000000,CABIAO,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,120.844659953,15.234979797
034905000,034900000,030000000,CARRANGLAN,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,121.02896142,16.01537291
034906000,034900000,030000000,CUYAPO,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,120.704526001,15.785550935
034907000,034900000,030000000,GABALDON (BITULOK & SABANI),NUEVA ECIJA,REGION III (CENTRAL LUZON),,4th,121.285819155,15.49806889
034908000,034900000,030000000,CITY OF GAPAN,NUEVA ECIJA,REGION III (CENTRAL LUZON),CC,4th,121.007495792,15.285331831
034909000,034900000,030000000,GENERAL MAMERTO NATIVIDAD,NUEVA ECIJA,REGION III (CENTRAL LUZON),,3rd,121.053758329,15.590535979
034910000,034900000,030000000,GENERAL TINIO (PAPAYA),NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,121.211543709,15.327185062
034911000,034900000,030000000,GUIMBA,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,120.759393031,15.65573899
034912000,034900000,030000000,JAEN,NUEVA ECIJA,REGION III (CENTRAL LUZON),,2nd,120.875469374,15.381482425
034913000,034900000,030000000,LAUR,NUEVA ECIJA,REGION III (CENTRAL LUZON),,3rd,121.181831499,15.540682376
034914000,034900000,030000000,LICAB,NUEVA ECIJA,REGION III (CENTRAL LUZON),,4th,120.769477209,15.531563215
034915000,034900000,030000000,LLANERA,NUEVA ECIJA,REGION III (CENTRAL LUZON),,4th,121.011586592,15.671014231
034916000,034900000,030000000,LUPAO,NUEVA ECIJA,REGION III (CENTRAL LUZON),,3rd,120.907019911,15.853565328
034917000,034900000,030000000,SCIENCE CITY OF MUÑOZ,NUEVA ECIJA,REGION III (CENTRAL LUZON),CC,4th,120.896803881,15.73348556
034918000,034900000,030000000,NAMPICUAN,NUEVA ECIJA,REGION III (CENTRAL LUZON),,5th,120.663934831,15.717397053
034919000,034900000,030000000,CITY OF PALAYAN (Capital),NUEVA ECIJA,REGION III (CENTRAL LUZON),CC,5th,121.11030237,15.493432733
034920000,034900000,030000000,PANTABANGAN,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,121.155842741,15.823406495
034921000,034900000,030000000,PEÑARANDA,NUEVA ECIJA,REGION III (CENTRAL LUZON),,4th,121.024134514,15.37632348
034922000,034900000,030000000,QUEZON,NUEVA ECIJA,REGION III (CENTRAL LUZON),,4th,120.829114461,15.566662142
034923000,034900000,030000000,RIZAL,NUEVA ECIJA,REGION III (CENTRAL LUZON),,2nd,121.112570825,15.685844561
034924000,034900000,030000000,SAN ANTONIO,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,120.804643284,15.327754178
034925000,034900000,030000000,SAN ISIDRO,NUEVA ECIJA,REGION III (CENTRAL LUZON),,2nd,120.910050547,15.271032532
034926000,034900000,030000000,SAN JOSE CITY,NUEVA ECIJA,REGION III (CENTRAL LUZON),CC,3rd,120.999561029,15.785717613
034927000,034900000,030000000,SAN LEONARDO,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,120.947561444,15.359797515
034928000,034900000,030000000,SANTA ROSA,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,120.966537218,15.432349718
034929000,034900000,030000000,SANTO DOMINGO,NUEVA ECIJA,REGION III (CENTRAL LUZON),,3rd,120.878732687,15.622157172
034930000,034900000,030000000,TALAVERA,NUEVA ECIJA,REGION III (CENTRAL LUZON),,1st,120.944711115,15.610997034
034931000,034900000,030000000,TALUGTUG,NUEVA ECIJA,REGION III (CENTRAL LUZON),,4th,120.810206767,15.763187147
034932000,034900000,030000000,ZARAGOZA,NUEVA ECIJA,REGION III (CENTRAL LUZON),,3rd,120.792379619,15.444986402
035401000,035400000,030000000,CITY OF ANGELES,PAMPANGA,REGION III (CENTRAL LUZON),HUC,1st,120.549665242,15.165212646
035402000,035400000,030000000,APALIT,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.78715722,14.958426139
035403000,035400000,030000000,ARAYAT,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.764050513,15.179622605
035404000,035400000,030000000,BACOLOR,PAMPANGA,REGION III (CENTRAL LUZON),,3rd,120.629203967,15.036662762
035405000,035400000,030000000,CANDABA,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.874085746,15.103749151
035406000,035400000,030000000,FLORIDABLANCA,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.487431201,14.977550079
035407000,035400000,030000000,GUAGUA,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.597207611,14.9862732
035408000,035400000,030000000,LUBAO,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.561122826,14.898789063
035409000,035400000,030000000,MABALACAT CITY,PAMPANGA,REGION III (CENTRAL LUZON),CC,3rd,120.55510959,15.217029711
035410000,035400000,030000000,MACABEBE,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.66670055,14.87149366
035411000,035400000,030000000,MAGALANG,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.675088276,15.234027543
035412000,035400000,030000000,MASANTOL,PAMPANGA,REGION III (CENTRAL LUZON),,2nd,120.684029573,14.848139482
035413000,035400000,030000000,MEXICO,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.697213465,15.102043897
035414000,035400000,030000000,MINALIN,PAMPANGA,REGION III (CENTRAL LUZON),,4th,120.693199443,14.959646209
035415000,035400000,030000000,PORAC,PAMPANGA,REGION III (CENTRAL LUZON),,1st,120.472971534,15.098628269
035416000,035400000,030000000,CITY OF SAN FERNANDO (Capital),PAMPANGA,REGION III (CENTRAL LUZON),CC,1st,120.658311183,15.067681359
035417000,035400000,030000000,SAN LUIS,PAMPANGA,REGION III (CENTRAL LUZON),,3rd,120.81250997,15.033672895
035418000,035400000,030000000,SAN SIMON,PAMPANGA,REGION III (CENTRAL LUZON),,3rd*,120.790021121,15.001703156
035419000,035400000,030000000,SANTA ANA,PAMPANGA,REGION III (CENTRAL LUZON),,3rd,120.756683778,15.106235938
035420000,035400000,030000000,SANTA RITA,PAMPANGA,REGION III (CENTRAL LUZON),,4th,120.594550792,15.017241571
035421000,035400000,030000000,SANTO TOMAS,PAMPANGA,REGION III (CENTRAL LUZON),,4th,120.715075384,15.000427664
035422000,035400000,030000000,SASMUAN (Sexmoan),PAMPANGA,REGION III (CENTRAL LUZON),,4th,120.620353572,14.884756426
036901000,036900000,030000000,ANAO,TARLAC,REGION III (CENTRAL LUZON),,5th,120.615184067,15.735413778
036902000,036900000,030000000,BAMBAN,TARLAC,REGION III (CENTRAL LUZON),,2nd,120.466934462,15.245310603
036903000,036900000,030000000,CAMILING,TARLAC,REGION III (CENTRAL LUZON),,1st,120.411246373,15.682868452
036904000,036900000,030000000,CAPAS,TARLAC,REGION III (CENTRAL LUZON),,1st,120.440183749,15.334131394
036905000,036900000,030000000,CONCEPCION,TARLAC,REGION III (CENTRAL LUZON),,1st,120.668831379,15.335850887
036906000,036900000,030000000,GERONA,TARLAC,REGION III (CENTRAL LUZON),,1st,120.564551268,15.594930133
036907000,036900000,030000000,LA PAZ,TARLAC,REGION III (CENTRAL LUZON),,2nd,120.71610015,15.446024769
036908000,036900000,030000000,MAYANTOC,TARLAC,REGION III (CENTRAL LUZON),,3rd,120.309838089,15.558910155
036909000,036900000,030000000,MONCADA,TARLAC,REGION III (CENTRAL LUZON),,1st,120.546763188,15.734908859
036910000,036900000,030000000,PANIQUI,TARLAC,REGION III (CENTRAL LUZON),,1st,120.542954436,15.663870655
036911000,036900000,030000000,PURA,TARLAC,REGION III (CENTRAL LUZON),,4th,120.647736556,15.622444977
036912000,036900000,030000000,RAMOS,TARLAC,REGION III (CENTRAL LUZON),,5th,120.629505675,15.67394005
036913000,036900000,030000000,SAN CLEMENTE,TARLAC,REGION III (CENTRAL LUZON),,5th,120.329359094,15.665641432
036914000,036900000,030000000,SAN MANUEL,TARLAC,REGION III (CENTRAL LUZON),,4th,120.598803676,15.814843414
036915000,036900000,030000000,SANTA IGNACIA,TARLAC,REGION III (CENTRAL LUZON),,2nd,120.447779587,15.580822417
036916000,036900000,030000000,CITY OF TARLAC (Capital),TARLAC,REGION III (CENTRAL LUZON),CC,1st,120.596145929,15.481465652
036917000,036900000,030000000,VICTORIA,TARLAC,REGION III (CENTRAL LUZON),,2nd,120.687256066,15.572298895
036918000,036900000,030000000,SAN JOSE,TARLAC,REGION III (CENTRAL LUZON),,3rd,120.333785707,15.436509769
037101000,037100000,030000000,BOTOLAN,ZAMBALES,REGION III (CENTRAL LUZON),,1st,120.193391348,15.237718728
037102000,037100000,030000000,CABANGAN,ZAMBALES,REGION III (CENTRAL LUZON),,4th,120.114865791,15.161070136
037103000,037100000,030000000,CANDELARIA,ZAMBALES,REGION III (CENTRAL LUZON),,3rd,120.085103685,15.631069166
037104000,037100000,030000000,CASTILLEJOS,ZAMBALES,REGION III (CENTRAL LUZON),,3rd,120.204502728,14.928158719
037105000,037100000,030000000,IBA (Capital),ZAMBALES,REGION III (CENTRAL LUZON),,2nd,120.03651997,15.367724349
037106000,037100000,030000000,MASINLOC,ZAMBALES,REGION III (CENTRAL LUZON),,1st,120.056924663,15.537966285
037107000,037100000,030000000,CITY OF OLONGAPO,ZAMBALES,REGION III (CENTRAL LUZON),HUC,1st,120.306724258,14.826961981
037108000,037100000,030000000,PALAUIG,ZAMBALES,REGION III (CENTRAL LUZON),,3rd,120.05055876,15.446579704
037109000,037100000,030000000,SAN ANTONIO,ZAMBALES,REGION III (CENTRAL LUZON),,2nd,120.106036738,14.880052408
037110000,037100000,030000000,SAN FELIPE,ZAMBALES,REGION III (CENTRAL LUZON),,4th,120.118183826,15.073916806
037111000,037100000,030000000,SAN MARCELINO,ZAMBALES,REGION III (CENTRAL LUZON),,1st,120.295902469,15.020270388
037112000,037100000,030000000,SAN NARCISO,ZAMBALES,REGION III (CENTRAL LUZON),,4th,120.117727411,15.010400829
037113000,037100000,030000000,SANTA CRUZ,ZAMBALES,REGION III (CENTRAL LUZON),,1st,120.037349359,15.758229924
037114000,037100000,030000000,SUBIC,ZAMBALES,REGION III (CENTRAL LUZON),,1st,120.272054725,14.876934233
037701000,037700000,030000000,BALER (Capital),AURORA,REGION III (CENTRAL LUZON),,3rd,121.571186226,15.74505247
037702000,037700000,030000000,CASIGURAN,AURORA,REGION III (CENTRAL LUZON),,2nd,122.055731803,16.240849481
037703000,037700000,030000000,DILASAG,AURORA,REGION III (CENTRAL LUZON),,3rd,122.096803148,16.399680371
037704000,037700000,030000000,DINALUNGAN,AURORA,REGION III (CENTRAL LUZON),,4th,121.879841329,16.186347076
037705000,037700000,030000000,DINGALAN,AURORA,REGION III (CENTRAL LUZON),,3rd,121.375951636,15.268964554
037706000,037700000,030000000,DIPACULAO,AURORA,REGION III (CENTRAL LUZON),,3rd,121.621038351,15.997119311
037707000,037700000,030000000,MARIA AURORA,AURORA,REGION III (CENTRAL LUZON),,2nd,121.403297702,15.772546998
037708000,037700000,030000000,SAN LUIS,AURORA,REGION III (CENTRAL LUZON),,2nd,121.455419371,15.611841668
041001000,041000000,040000000,AGONCILLO,BATANGAS,REGION IV-A (CALABARZON),,4th,120.927360266,13.967793391
041002000,041000000,040000000,ALITAGTAG,BATANGAS,REGION IV-A (CALABARZON),,4th,121.013807888,13.866258468
041003000,041000000,040000000,BALAYAN,BATANGAS,REGION IV-A (CALABARZON),,1st,120.732002275,13.966401543
041004000,041000000,040000000,BALETE,BATANGAS,REGION IV-A (CALABARZON),,5th,121.112715808,14.012292329
041005000,041000000,040000000,BATANGAS CITY (Capital),BATANGAS,REGION IV-A (CALABARZON),CC,1st,121.104365606,13.720644657
